rdtProductcode,rdtSuboutletcode,fillmethod2,searchtextrdt,rdtCode,rdtBrand_search,parasite_search,anti_search,rdtManu_search,confirmRDT_search,r1,r3,r3_lbl,r2,r2_lbl,r4,rdtBrand,r5code,r5code_other,self,r13,r14,r15a,r15b,r15c,r16a,r16b,r16c,r17n,r17p,r12a,r12b,r19,PARENT_KEY,KEY,SET-OF-rdtAudit
01,1-101003-167969-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,1,0,1,1500,1500,0,,,5,2500,,,NONE,uuid:f84cb67e-5c1d-4bec-9ba2-a5cf2a5cd6fd,uuid:f84cb67e-5c1d-4bec-9ba2-a5cf2a5cd6fd/consent_group-section6-rdtAudit[1],uuid:f84cb67e-5c1d-4bec-9ba2-a5cf2a5cd6fd/consent_group-section6-rdtAudit
01,1-213139-445809-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,8,0,1,200,200,0,,,25,3000,,,NONE,uuid:73847924-7dbc-4b25-bd0a-cf239e054efc,uuid:73847924-7dbc-4b25-bd0a-cf239e054efc/consent_group-section6-rdtAudit[1],uuid:73847924-7dbc-4b25-bd0a-cf239e054efc/consent_group-section6-rdtAudit
01,1-213139-089051-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,8,1,1,300,300,0,,,25,-9888,,,NO,uuid:5f1c11c8-fc81-44d7-940a-125194ac641a,uuid:5f1c11c8-fc81-44d7-940a-125194ac641a/consent_group-section6-rdtAudit[1],uuid:5f1c11c8-fc81-44d7-940a-125194ac641a/consent_group-section6-rdtAudit
01,1-213139-097717-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,8,1,1,200,200,0,,,50,7500,,,NO,uuid:d65808fd-6e1e-4c4a-8097-2beec79d0e4d,uuid:d65808fd-6e1e-4c4a-8097-2beec79d0e4d/consent_group-section6-rdtAudit[1],uuid:d65808fd-6e1e-4c4a-8097-2beec79d0e4d/consent_group-section6-rdtAudit
01,1-213139-200186-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,7,1,1,250,250,0,,,25,3750,,,NO,uuid:ffef1120-1231-4e4d-936e-ea78984c67b1,uuid:ffef1120-1231-4e4d-936e-ea78984c67b1/consent_group-section6-rdtAudit[1],uuid:ffef1120-1231-4e4d-936e-ea78984c67b1/consent_group-section6-rdtAudit
01,1-213139-505979-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,0,1,1,300,300,0,,,25,3750,,,NO,uuid:37d8653f-1f55-4e3c-9165-1cb1f67dfcd6,uuid:37d8653f-1f55-4e3c-9165-1cb1f67dfcd6/consent_group-section6-rdtAudit[1],uuid:37d8653f-1f55-4e3c-9165-1cb1f67dfcd6/consent_group-section6-rdtAudit
01,1-213139-509168-R-01,1,PARACHECK,1039,Paracheck Pf - Rapid Test for Pf Malaria Device (Ver. 3),Pf,HRP2,Orchid Biomedical Systems � A Division of Tulip Diagnostics (P) Ltd,1,,,,,,,Paracheck Pf - Rapid Test for Pf Malaria Device (Ver. 3),2,,1,50,1,1,300,300,0,,,100,19200,,,NO,uuid:1db7502a-3daf-4f64-b888-10b94db454ad,uuid:1db7502a-3daf-4f64-b888-10b94db454ad/consent_group-section6-rdtAudit[1],uuid:1db7502a-3daf-4f64-b888-10b94db454ad/consent_group-section6-rdtAudit
01,1-213139-543149-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,6,1,1,300,300,0,,,25,2500,,,NO,uuid:21f0afe5-86f1-4cac-a3e4-61ff33b6dea4,uuid:21f0afe5-86f1-4cac-a3e4-61ff33b6dea4/consent_group-section6-rdtAudit[1],uuid:21f0afe5-86f1-4cac-a3e4-61ff33b6dea4/consent_group-section6-rdtAudit
01,1-213139-883067-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,1,1,250,250,0,,,25,3000,,,NO,uuid:63f0ce9d-74cf-4794-a3f4-5b16d2f47e31,uuid:63f0ce9d-74cf-4794-a3f4-5b16d2f47e31/consent_group-section6-rdtAudit[1],uuid:63f0ce9d-74cf-4794-a3f4-5b16d2f47e31/consent_group-section6-rdtAudit
01,1-213139-123717-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,1,1,300,200,0,,,100,15000,,,NO,uuid:ad4d5640-55de-4f11-a83f-5770078ca2b6,uuid:ad4d5640-55de-4f11-a83f-5770078ca2b6/consent_group-section6-rdtAudit[1],uuid:ad4d5640-55de-4f11-a83f-5770078ca2b6/consent_group-section6-rdtAudit
01,1-213139-555896-R-01,1,First,1028,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,Pf/Pv,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,2,,1,20,0,1,300,300,0,,,50,7500,,,,uuid:2ffc326a-af1c-4d4d-b671-88ff19161274,uuid:2ffc326a-af1c-4d4d-b671-88ff19161274/consent_group-section6-rdtAudit[1],uuid:2ffc326a-af1c-4d4d-b671-88ff19161274/consent_group-section6-rdtAudit
01,1-213139-751456-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,0,1,300,250,1,150,150,20,-9888,,,,uuid:ca6cc489-55fd-4108-ba44-8819f13758dd,uuid:ca6cc489-55fd-4108-ba44-8819f13758dd/consent_group-section6-rdtAudit[1],uuid:ca6cc489-55fd-4108-ba44-8819f13758dd/consent_group-section6-rdtAudit
01,1-213139-850187-R-01,1,FIRST,1028,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,Pf/Pv,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,2,,1,10,1,1,300,300,0,,,25,3750,,,NO,uuid:bed4a1fb-c97c-49a8-aaa3-f26a906c0a2a,uuid:bed4a1fb-c97c-49a8-aaa3-f26a906c0a2a/consent_group-section6-rdtAudit[1],uuid:bed4a1fb-c97c-49a8-aaa3-f26a906c0a2a/consent_group-section6-rdtAudit
01,1-213139-922265-R-01,1,MALARIA PF,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,5,0,1,500,500,0,,,25,-9888,,,NO,uuid:f31c3b7b-9171-4a4f-9f89-85efc755f037,uuid:f31c3b7b-9171-4a4f-9f89-85efc755f037/consent_group-section6-rdtAudit[1],uuid:f31c3b7b-9171-4a4f-9f89-85efc755f037/consent_group-section6-rdtAudit
01,1-207118-654990-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,14,0,1,500,500,0,,,50,15000,,,NO COMMENT,uuid:6152e22c-2e97-482a-ac16-8aacd2c21401,uuid:6152e22c-2e97-482a-ac16-8aacd2c21401/consent_group-section6-rdtAudit[1],uuid:6152e22c-2e97-482a-ac16-8aacd2c21401/consent_group-section6-rdtAudit
01,1-207118-229086-R-01,1,CARESTART,1011,CareStart Malaria HRP2/pLDH (Pf),Pf,HRP2/pLDH,"Access Bio, Inc.",1,,,,,,,CareStart Malaria HRP2/pLDH (Pf),2,,1,20,1,1,500,300,0,,,25,7000,,,NONE,uuid:ea630ac8-c926-4fcf-9a25-87ae362d586a,uuid:ea630ac8-c926-4fcf-9a25-87ae362d586a/consent_group-section6-rdtAudit[1],uuid:ea630ac8-c926-4fcf-9a25-87ae362d586a/consent_group-section6-rdtAudit
01,1-213139-588615-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,7,0,1,300,300,0,,,50,5500,,,,uuid:1d7eb057-5531-4477-8078-0fe429a1bda7,uuid:1d7eb057-5531-4477-8078-0fe429a1bda7/consent_group-section6-rdtAudit[1],uuid:1d7eb057-5531-4477-8078-0fe429a1bda7/consent_group-section6-rdtAudit
01,1-213139-974427-R-01,1,PARA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,0,8,0,0,,,1,0,0,25,-9888,,,,uuid:303a1a45-c241-4f5c-a13f-e545dfa9c339,uuid:303a1a45-c241-4f5c-a13f-e545dfa9c339/consent_group-section6-rdtAudit[1],uuid:303a1a45-c241-4f5c-a13f-e545dfa9c339/consent_group-section6-rdtAudit
01,1-207118-420644-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,0,1,0,,,0,,,25,3000,,,HE DIDNT TEST ANY BODY BECOUSE HE TRAVELED,uuid:5d5fdbe6-66f1-48b2-be58-dcab26b4d424,uuid:5d5fdbe6-66f1-48b2-be58-dcab26b4d424/consent_group-section6-rdtAudit[1],uuid:5d5fdbe6-66f1-48b2-be58-dcab26b4d424/consent_group-section6-rdtAudit
01,1-207118-689631-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,5,1,0,,,1,500,500,50,10000,,,NONE,uuid:9d8760fe-7bb1-4075-a442-61058e1a5b0e,uuid:9d8760fe-7bb1-4075-a442-61058e1a5b0e/consent_group-section6-rdtAudit[1],uuid:9d8760fe-7bb1-4075-a442-61058e1a5b0e/consent_group-section6-rdtAudit
01,1-213139-244298-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,1,1,200,150,0,,,25,3000,,,NONE,uuid:e38e3c83-b02b-4bf5-ac65-fca217294851,uuid:e38e3c83-b02b-4bf5-ac65-fca217294851/consent_group-section6-rdtAudit[1],uuid:e38e3c83-b02b-4bf5-ac65-fca217294851/consent_group-section6-rdtAudit
01,1-213139-888432-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,1,1,500,300,0,,,50,6000,,,NONE,uuid:51ddf466-37cb-4573-a0b8-5bbfa35fdcd6,uuid:51ddf466-37cb-4573-a0b8-5bbfa35fdcd6/consent_group-section6-rdtAudit[1],uuid:51ddf466-37cb-4573-a0b8-5bbfa35fdcd6/consent_group-section6-rdtAudit
01,1-213139-907047-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,1,1,500,500,0,,,50,6000,,,NONE,uuid:d5e7c849-a106-4483-9a9b-b5cae08ba1e6,uuid:d5e7c849-a106-4483-9a9b-b5cae08ba1e6/consent_group-section6-rdtAudit[1],uuid:d5e7c849-a106-4483-9a9b-b5cae08ba1e6/consent_group-section6-rdtAudit
01,1-213139-951911-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,20,1,1,300,300,0,,,75,9000,,,NONE,uuid:f9a7280c-a85a-4b4c-b7e3-7d068f0ab1b1,uuid:f9a7280c-a85a-4b4c-b7e3-7d068f0ab1b1/consent_group-section6-rdtAudit[1],uuid:f9a7280c-a85a-4b4c-b7e3-7d068f0ab1b1/consent_group-section6-rdtAudit
01,1-213139-407855-R-01,1,PA,1041,Parascreen Rapid Test for Malaria Pan/Pf,Pf/Pan,HRP2/pLDH,Zephyr Biomedicals - A Division of Tulip Diagnostics Ltd.,1,,,,,,,Parascreen Rapid Test for Malaria Pan/Pf,2,,0,0,0,1,300,300,0,,,15,1200,,,,uuid:06bf046c-49c7-416d-87cc-5eb7a77233fc,uuid:06bf046c-49c7-416d-87cc-5eb7a77233fc/consent_group-section6-rdtAudit[1],uuid:06bf046c-49c7-416d-87cc-5eb7a77233fc/consent_group-section6-rdtAudit
01,1-213139-855467-R-01,1,MALARIA,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,5,1,1,500,500,1,300,300,25,-9888,25,270,THE OUTLET CAN SELL ALL OF THE RDTS ON WHOLESALE IF NEED BE,uuid:219651c1-0c57-4748-9f4f-b3d8d70ead7f,uuid:219651c1-0c57-4748-9f4f-b3d8d70ead7f/consent_group-section6-rdtAudit[1],uuid:219651c1-0c57-4748-9f4f-b3d8d70ead7f/consent_group-section6-rdtAudit
01,1-213139-901224-R-01,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,7,1,1,500,500,0,,,50,6000,,,NO COMMENT,uuid:9c36ffa9-7281-42e2-960a-b3dbf17cb33e,uuid:9c36ffa9-7281-42e2-960a-b3dbf17cb33e/consent_group-section6-rdtAudit[1],uuid:9c36ffa9-7281-42e2-960a-b3dbf17cb33e/consent_group-section6-rdtAudit
01,1-213139-911163-R-01,1,MALA,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,0,0,1,300,300,0,,,25,4000,,,,uuid:fa27234a-ce71-411e-8c13-064abcbb52a4,uuid:fa27234a-ce71-411e-8c13-064abcbb52a4/consent_group-section6-rdtAudit[1],uuid:fa27234a-ce71-411e-8c13-064abcbb52a4/consent_group-section6-rdtAudit
01,1-207118-064588-R-01,1,SD,.,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,Pf/Pan,HRP2/pLDH,ABON BIOPHARM (HANGZOU) Co LTD,1,,,,,,,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,10,,1,10,0,1,1000,500,0,,,25,4800,,,NOTHING.,uuid:efcf9ec1-5983-4705-a807-6bd8cdb8bb7b,uuid:efcf9ec1-5983-4705-a807-6bd8cdb8bb7b/consent_group-section6-rdtAudit[1],uuid:efcf9ec1-5983-4705-a807-6bd8cdb8bb7b/consent_group-section6-rdtAudit
01,1-213139-060491-R-01,1,FIRST RESPONSE,1028,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,Pf/Pv,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,2,,1,25,1,1,400,400,0,,,25,3500,,,NO,uuid:4165dff6-9359-40ff-8aed-ff0ffb91b989,uuid:4165dff6-9359-40ff-8aed-ff0ffb91b989/consent_group-section6-rdtAudit[1],uuid:4165dff6-9359-40ff-8aed-ff0ffb91b989/consent_group-section6-rdtAudit
01,1-213139-062108-R-01,1,FIRST,1028,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,Pf/Pv,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,2,,1,12,0,1,1500,1500,0,,,25,3500,,,NO,uuid:44bb08c2-929e-4539-a609-d79450a4fa6e,uuid:44bb08c2-929e-4539-a609-d79450a4fa6e/consent_group-section6-rdtAudit[1],uuid:44bb08c2-929e-4539-a609-d79450a4fa6e/consent_group-section6-rdtAudit
01,1-213139-879177-R-01,1,FIRST RESPONSE,1028,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,Pf/Pv,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,2,,1,14,1,1,350,350,0,,,25,3200,,,NO,uuid:184eed7b-db9f-4029-962f-043e2740b9c5,uuid:184eed7b-db9f-4029-962f-043e2740b9c5/consent_group-section6-rdtAudit[1],uuid:184eed7b-db9f-4029-962f-043e2740b9c5/consent_group-section6-rdtAudit
01,1-213139-261712-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,50,1,1,300,300,0,,,100,12000,,,NO,uuid:21cc8178-db73-47b9-b9e7-823ccda914f8,uuid:21cc8178-db73-47b9-b9e7-823ccda914f8/consent_group-section6-rdtAudit[1],uuid:21cc8178-db73-47b9-b9e7-823ccda914f8/consent_group-section6-rdtAudit
01,1-213139-972283-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,1,1,300,300,0,,,25,4250,,,NO,uuid:55066153-ca44-4e03-84cf-27eeacf83f88,uuid:55066153-ca44-4e03-84cf-27eeacf83f88/consent_group-section6-rdtAudit[1],uuid:55066153-ca44-4e03-84cf-27eeacf83f88/consent_group-section6-rdtAudit
01,1-213139-103324-R-01,1,Fir,1028,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,Pf/Pv,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,2,,1,50,0,1,300,300,1,200,200,50,7500,,,,uuid:7b778a89-4169-42b9-98dc-405756b09853,uuid:7b778a89-4169-42b9-98dc-405756b09853/consent_group-section6-rdtAudit[1],uuid:7b778a89-4169-42b9-98dc-405756b09853/consent_group-section6-rdtAudit
01,1-213139-870173-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,50,1,1,200,200,0,,,50,5000,,,No,uuid:76ce1adf-7d0e-4e12-b8b5-f6f8fb2ded44,uuid:76ce1adf-7d0e-4e12-b8b5-f6f8fb2ded44/consent_group-section6-rdtAudit[1],uuid:76ce1adf-7d0e-4e12-b8b5-f6f8fb2ded44/consent_group-section6-rdtAudit
01,1-207119-684879-R-01,1,STANDARD,1044,STANDARD Q Malaria Pf Ag Test,Pf,HRP2,"SD Biosensor, Inc.",1,,,,,,,STANDARD Q Malaria Pf Ag Test,1,,1,24,1,1,200,200,0,,,50,0,,,IT WAS GIVEN TO YHEM FREE BY AN NGO,uuid:59905f4d-82f2-4013-bf83-4ae959f67e22,uuid:59905f4d-82f2-4013-bf83-4ae959f67e22/consent_group-section6-rdtAudit[1],uuid:59905f4d-82f2-4013-bf83-4ae959f67e22/consent_group-section6-rdtAudit
01,1-213138-103632-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,50,1,1,300,300,0,,,100,12000,,,NONE,uuid:651006c8-d45d-427c-a8e8-d75ecdf16d65,uuid:651006c8-d45d-427c-a8e8-d75ecdf16d65/consent_group-section6-rdtAudit[1],uuid:651006c8-d45d-427c-a8e8-d75ecdf16d65/consent_group-section6-rdtAudit
01,1-213138-149442-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,0,1,500,500,0,,,25,3000,,,NONE,uuid:f313f69c-269e-4b7f-922c-63f130751b4a,uuid:f313f69c-269e-4b7f-922c-63f130751b4a/consent_group-section6-rdtAudit[1],uuid:f313f69c-269e-4b7f-922c-63f130751b4a/consent_group-section6-rdtAudit
01,1-213138-182699-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,13,0,1,500,500,0,,,50,6000,,,NONE,uuid:83e2b37a-5bc8-4f5c-a7cb-f04463e255da,uuid:83e2b37a-5bc8-4f5c-a7cb-f04463e255da/consent_group-section6-rdtAudit[1],uuid:83e2b37a-5bc8-4f5c-a7cb-f04463e255da/consent_group-section6-rdtAudit
01,1-213138-848096-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,70,0,1,700,700,0,,,50,6000,,,NONE,uuid:157d16c3-97d8-4d6f-ab6b-11905f929dda,uuid:157d16c3-97d8-4d6f-ab6b-11905f929dda/consent_group-section6-rdtAudit[1],uuid:157d16c3-97d8-4d6f-ab6b-11905f929dda/consent_group-section6-rdtAudit
01,1-213138-238778-R-01,1,FIRS,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,1,1,500,500,0,,,25,3500,,,,uuid:18595d9c-37f3-41ca-91e9-5a3472506df2,uuid:18595d9c-37f3-41ca-91e9-5a3472506df2/consent_group-section6-rdtAudit[1],uuid:18595d9c-37f3-41ca-91e9-5a3472506df2/consent_group-section6-rdtAudit
01,1-207119-589330-R-01,1,Adv,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,40,0,1,500,500,0,,,100,-9888,,,NO COMMENT,uuid:5daba042-7992-4061-a118-7a09f2ab28cd,uuid:5daba042-7992-4061-a118-7a09f2ab28cd/consent_group-section6-rdtAudit[1],uuid:5daba042-7992-4061-a118-7a09f2ab28cd/consent_group-section6-rdtAudit
01,1-213138-269684-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,35,0,1,300,300,0,,,100,10000,,,NONE,uuid:e656c19f-731c-40df-9ed7-b216456a1d36,uuid:e656c19f-731c-40df-9ed7-b216456a1d36/consent_group-section6-rdtAudit[1],uuid:e656c19f-731c-40df-9ed7-b216456a1d36/consent_group-section6-rdtAudit
01,1-213138-075004-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,7,0,1,300,300,0,,,100,17000,,,NO,uuid:1bbee51c-f1c5-4112-9db4-63125e2a70f6,uuid:1bbee51c-f1c5-4112-9db4-63125e2a70f6/consent_group-section6-rdtAudit[1],uuid:1bbee51c-f1c5-4112-9db4-63125e2a70f6/consent_group-section6-rdtAudit
01,1-213138-428472-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,1,1,300,300,0,,,25,3750,,,NO,uuid:d85ccc17-4905-4419-a625-635bb9de6e71,uuid:d85ccc17-4905-4419-a625-635bb9de6e71/consent_group-section6-rdtAudit[1],uuid:d85ccc17-4905-4419-a625-635bb9de6e71/consent_group-section6-rdtAudit
01,1-213138-735600-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,30,1,1,200,200,0,,,50,5400,,,NO,uuid:90640f91-9797-4d3e-b509-da2e2b42c927,uuid:90640f91-9797-4d3e-b509-da2e2b42c927/consent_group-section6-rdtAudit[1],uuid:90640f91-9797-4d3e-b509-da2e2b42c927/consent_group-section6-rdtAudit
01,1-213138-739855-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,1,1,200,200,0,,,25,3000,,,NO,uuid:835db9b5-3421-408d-982b-9e03b6887321,uuid:835db9b5-3421-408d-982b-9e03b6887321/consent_group-section6-rdtAudit[1],uuid:835db9b5-3421-408d-982b-9e03b6887321/consent_group-section6-rdtAudit
01,1-207119-995679-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,3,0,1,300,300,0,,,25,3000,,,NONE,uuid:a25fded6-91bb-4b95-94a6-57adf8130008,uuid:a25fded6-91bb-4b95-94a6-57adf8130008/consent_group-section6-rdtAudit[1],uuid:a25fded6-91bb-4b95-94a6-57adf8130008/consent_group-section6-rdtAudit
01,1-213138-638660-R-01,1,FIRST RESPONSE,1028,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,Pf/Pv,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,2,,1,10,0,0,,,1,1000,1000,25,4000,,,NO,uuid:0dd53529-77ad-4ae4-9650-346e97d48fde,uuid:0dd53529-77ad-4ae4-9650-346e97d48fde/consent_group-section6-rdtAudit[1],uuid:0dd53529-77ad-4ae4-9650-346e97d48fde/consent_group-section6-rdtAudit
